Match,Team,Position,Batsmen,Link,Dismissal,Runs,Balls,Fours,Sixes,Strike Rate
Kenya vs Nigeria,Nigeria,6,Olayinka Olaleye,https://www.espncricinfo.com//player/olayinka-olaleye-1089930,c Gurdeep Singh b Vraj Patel,16,14,3,0,114.28
Kenya vs Nigeria,Nigeria,7,Peter Aho,https://www.espncricinfo.com//player/peter-aho-1155526,c †Karim b Langat,0,1,0,0,0.00
Kenya vs Nigeria,Nigeria,8,Mohameed Taiwo,https://www.espncricinfo.com//player/mohameed-taiwo-1143137,not out ,19,17,1,1,111.76
Kenya vs Nigeria,Nigeria,9,Mustapha Yusuf,https://www.espncricinfo.com//player/mustapha-yusuf-1276638,not out ,12,15,2,0,80.00
Sri Lanka vs South Africa,Sri Lanka,1,Kusal Perera,https://www.espncricinfo.com//player/kusal-perera-300631,lbw b Maharaj,39,33,3,0,118.18
Sri Lanka vs South Africa,Sri Lanka,2,Avishka Fernando,https://www.espncricinfo.com//player/avishka-fernando-784369,c & b Rabada,12,8,2,0,150.00
Sri Lanka vs South Africa,Sri Lanka,3,Dhananjaya de Silva,https://www.espncricinfo.com//player/dhananjaya-de-silva-465793,st †de Kock b Fortuin,1,3,0,0,33.33
Sri Lanka vs South Africa,Sri Lanka,4,Bhanuka Rajapaksa,https://www.espncricinfo.com//player/bhanuka-rajapaksa-342619, b Rabada,5,6,1,0,83.33
Sri Lanka vs South Africa,Sri Lanka,5,Kamindu Mendis,https://www.espncricinfo.com//player/kamindu-mendis-784373,c Maharaj b Markram,10,16,0,0,62.50
Sri Lanka vs South Africa,Sri Lanka,6,Dasun Shanaka,https://www.espncricinfo.com//player/dasun-shanaka-437316,c van der Dussen b Mulder,18,26,2,0,69.23
Sri Lanka vs South Africa,Sri Lanka,7,Wanindu Hasaranga de Silva,https://www.espncricinfo.com//player/wanindu-hasaranga-de-silva-784379,c Maharaj b Fortuin,4,4,0,0,100.00
Sri Lanka vs South Africa,Sri Lanka,8,Lahiru Madushanka,https://www.espncricinfo.com//player/lahiru-madushanka-428366,run out (van der Dussen/†de Kock),1,3,0,0,33.33
Sri Lanka vs South Africa,Sri Lanka,9,Chamika Karunaratne,https://www.espncricinfo.com//player/chamika-karunaratne-623695,not out ,24,19,0,2,126.31
Sri Lanka vs South Africa,Sri Lanka,10,Dushmantha Chameera,https://www.espncricinfo.com//player/dushmantha-chameera-552152,not out ,2,2,0,0,100.00
Sri Lanka vs South Africa,South Africa,1,Reeza Hendricks,https://www.espncricinfo.com//player/reeza-hendricks-269280,not out ,56,42,5,1,133.33
Sri Lanka vs South Africa,South Africa,2,Quinton de Kock,https://www.espncricinfo.com//player/quinton-de-kock-379143,not out ,59,46,7,0,128.26
Kenya vs Uganda,Kenya,1,Gurdeep Singh,https://www.espncricinfo.com//player/gurdeep-singh-637496,c Muhumuza b Bilal Hassun,9,7,2,0,128.57
Kenya vs Uganda,Kenya,2,Alex Obanda,https://www.espncricinfo.com//player/alex-obanda-291844, b Riazat Ali Shah,31,23,5,0,134.78
Kenya vs Uganda,Kenya,3,Irfan Karim,https://www.espncricinfo.com//player/irfan-karim-348016,c Otwani b Bilal Hassun,1,5,0,0,20.00
Kenya vs Uganda,Kenya,4,Rushab Patel,https://www.espncricinfo.com//player/rushab-patel-473378,lbw b Akankwasa,20,23,0,0,86.95
Kenya vs Uganda,Kenya,5,Nelson Odhiambo,https://www.espncricinfo.com//player/nelson-odhiambo-308418,c K Waiswa b Nakrani,19,26,1,0,73.07
Kenya vs Uganda,Kenya,6,Zahid Abbas,https://www.espncricinfo.com//player/zahid-abbas-1276313, b Ssenyondo,7,6,0,0,116.66
Kenya vs Uganda,Kenya,7,Shem Ngoche,https://www.espncricinfo.com//player/shem-ngoche-308515,c Ssesazi b Riazat Ali Shah,13,12,2,0,108.33
Kenya vs Uganda,Kenya,8,Nehemiah Odhiambo,https://www.espncricinfo.com//player/nehemiah-odhiambo-238612, b Nakrani,0,1,0,0,0.00
Kenya vs Uganda,Kenya,9,Emmanuel Bundi,https://www.espncricinfo.com//player/emmanuel-bundi-475816, b Bilal Hassun,8,13,0,0,61.53
Kenya vs Uganda,Kenya,10,Peter Langat,https://www.espncricinfo.com//player/peter-langat-578785,not out ,2,3,0,0,66.66
Kenya vs Uganda,Kenya,11,Vraj Patel,https://www.espncricinfo.com//player/vraj-patel-1178080, b Bilal Hassun,0,1,0,0,0.00
Kenya vs Uganda,Uganda,1,Arnold Otwani,https://www.espncricinfo.com//player/arnold-otwani-473393,c Ringera b Ngoche,0,2,0,0,0.00
Kenya vs Uganda,Uganda,2,Simon Ssesazi,https://www.espncricinfo.com//player/simon-ssesazi-531312, b Langat,63,55,9,0,114.54
Kenya vs Uganda,Uganda,3,Kenneth Waiswa,https://www.espncricinfo.com//player/kenneth-waiswa-928109,lbw b Ngoche,0,2,0,0,0.00
Kenya vs Uganda,Uganda,4,Frank Akankwasa,https://www.espncricinfo.com//player/frank-akankwasa-928119,c & b Zahid Abbas,19,24,2,0,79.16
Kenya vs Uganda,Uganda,5,Fred Achelam,https://www.espncricinfo.com//player/fred-achelam-1107652, b Langat,14,14,1,0,100.00
Kenya vs Uganda,Uganda,6,Riazat Ali Shah,https://www.espncricinfo.com//player/riazat-ali-shah-1129565,c Gurdeep Singh b NN Odhiambo,13,13,1,0,100.00
Kenya vs Uganda,Uganda,7,Dinesh Nakrani,https://www.espncricinfo.com//player/dinesh-nakrani-731523,not out ,5,5,0,0,100.00
Kenya vs Uganda,Uganda,8,Deusdedit Muhumuza,https://www.espncricinfo.com//player/deusdedit-muhumuza-308440,not out ,4,1,1,0,400.00
Uganda vs Nigeria,Uganda,1,Saud Islam,https://www.espncricinfo.com//player/saud-islam-1216277,c Olaleye b Abolarin,75,61,7,2,122.95
Uganda vs Nigeria,Uganda,2,Simon Ssesazi,https://www.espncricinfo.com//player/simon-ssesazi-531312,c †Ayannaike b Adedeji,8,14,1,0,57.14
Uganda vs Nigeria,Uganda,3,Ronak Patel,https://www.espncricinfo.com//player/ronak-patel-1151337,c Adewoye b Mustapha Yusuf,6,6,1,0,100.00
Uganda vs Nigeria,Uganda,4,Riazat Ali Shah,https://www.espncricinfo.com//player/riazat-ali-shah-1129565,c Adedeji b Abolarin,59,33,4,4,178.78
Uganda vs Nigeria,Uganda,5,Dinesh Nakrani,https://www.espncricinfo.com//player/dinesh-nakrani-731523,c Adedeji b Useni,4,2,1,0,200.00
Uganda vs Nigeria,Uganda,6,Frank Akankwasa,https://www.espncricinfo.com//player/frank-akankwasa-928119, b Useni,0,1,0,0,0.00
Uganda vs Nigeria,Uganda,7,Fred Achelam,https://www.espncricinfo.com//player/fred-achelam-1107652,not out ,7,3,0,1,233.33
Uganda vs Nigeria,Nigeria,1,Daniel Ajekun,https://www.espncricinfo.com//player/daniel-ajekun-637529,st †Achelam b Ssenyondo,5,15,1,0,33.33
Uganda vs Nigeria,Nigeria,2,Olayinka Olaleye,https://www.espncricinfo.com//player/olayinka-olaleye-1089930, b Ssenyondo,4,3,1,0,133.33
Uganda vs Nigeria,Nigeria,3,Sesan Adedeji,https://www.espncricinfo.com//player/sesan-adedeji-1158760, b Riazat Ali Shah,68,58,8,1,117.24
Uganda vs Nigeria,Nigeria,4,Joshua Ayannaike,https://www.espncricinfo.com//player/joshua-ayannaike-629405,lbw b Ssenyondo,4,5,1,0,80.00
Uganda vs Nigeria,Nigeria,5,Chimezie Onwuzulike,https://www.espncricinfo.com//player/chimezie-onwuzulike-380596,c & b Mubiru,2,7,0,0,28.57
Uganda vs Nigeria,Nigeria,6,Vincent Adewoye,https://www.espncricinfo.com//player/vincent-adewoye-1143136, b Ssenyondo,0,3,0,0,0.00
Uganda vs Nigeria,Nigeria,7,Peter Aho,https://www.espncricinfo.com//player/peter-aho-1155526,c Muhumuza b Mubiru,5,9,0,0,55.55
Uganda vs Nigeria,Nigeria,8,Mohameed Taiwo,https://www.espncricinfo.com//player/mohameed-taiwo-1143137,not out ,13,19,0,0,68.42
Uganda vs Nigeria,Nigeria,9,Mustapha Yusuf,https://www.espncricinfo.com//player/mustapha-yusuf-1276638,not out ,5,2,0,0,250.00
Scotland vs Zimbabwe,Scotland,1,George Munsey,https://www.espncricinfo.com//player/george-munsey-671805,lbw b Masakadza,1,2,0,0,50.00
Scotland vs Zimbabwe,Scotland,2,Kyle Coetzer,https://www.espncricinfo.com//player/kyle-coetzer-25446, b Chatara,2,3,0,0,66.66
Scotland vs Zimbabwe,Scotland,3,Ollie Hairs,https://www.espncricinfo.com//player/ollie-hairs-414973,c Ervine b Ngarava,5,3,1,0,166.66
Scotland vs Zimbabwe,Scotland,4,Richie Berrington,https://www.espncricinfo.com//player/richie-berrington-25490,not out ,82,61,7,3,134.42
Scotland vs Zimbabwe,Scotland,5,Calum MacLeod,https://www.espncricinfo.com//player/calum-macleod-232435, b Chatara,6,12,1,0,50.00
Scotland vs Zimbabwe,Scotland,6,Matthew Cross,https://www.espncricinfo.com//player/matthew-cross-417268,c Williams b Jongwe,14,18,1,0,77.77
Scotland vs Zimbabwe,Scotland,7,Michael Leask,https://www.espncricinfo.com//player/michael-leask-414966,c Masakadza b Jongwe,11,13,0,0,84.61
Scotland vs Zimbabwe,Scotland,8,Safyaan Sharif,https://www.espncricinfo.com//player/safyaan-sharif-414970,not out ,9,8,1,0,112.50
Scotland vs Zimbabwe,Zimbabwe,1,Wessly Madhevere,https://www.espncricinfo.com//player/wessly-madhevere-938959,c †Cross b Sharif,0,1,0,0,0.00
Scotland vs Zimbabwe,Zimbabwe,2,Tadiwanashe Marumani,https://www.espncricinfo.com//player/tadiwanashe-marumani-946507,c Evans b Sharif,3,9,0,0,33.33
Scotland vs Zimbabwe,Zimbabwe,3,Regis Chakabva,https://www.espncricinfo.com//player/regis-chakabva-293831,lbw b Watt,17,17,2,0,100.00
Scotland vs Zimbabwe,Zimbabwe,4,Craig Ervine,https://www.espncricinfo.com//player/craig-ervine-55412,c Munsey b Hairs,26,27,2,1,96.29
Scotland vs Zimbabwe,Zimbabwe,5,Sean Williams,https://www.espncricinfo.com//player/sean-williams-55870,c Leask b Evans,28,28,2,1,100.00
Scotland vs Zimbabwe,Zimbabwe,6,Milton Shumba,https://www.espncricinfo.com//player/milton-shumba-951781,not out ,45,30,5,1,150.00
Scotland vs Zimbabwe,Zimbabwe,7,Ryan Burl,https://www.espncricinfo.com//player/ryan-burl-495964, b Sharif,1,2,0,0,50.00
Scotland vs Zimbabwe,Zimbabwe,8,Luke Jongwe,https://www.espncricinfo.com//player/luke-jongwe-541224,c Sharif b Sole,2,3,0,0,66.66
Scotland vs Zimbabwe,Zimbabwe,9,Wellington Masakadza,https://www.espncricinfo.com//player/wellington-masakadza-571703, b Sharif,1,2,0,0,50.00
Scotland vs Zimbabwe,Zimbabwe,10,Tendai Chatara,https://www.espncricinfo.com//player/tendai-chatara-425639,run out (Sharif),0,1,0,0,0.00
Scotland vs Zimbabwe,Zimbabwe,11,Richard Ngarava,https://www.espncricinfo.com//player/richard-ngarava-806241,not out ,0,0,0,0,-
Nigeria vs Kenya,Nigeria,1,Joshua Ayannaike,https://www.espncricinfo.com//player/joshua-ayannaike-629405,c Patel b Ngoche,4,3,1,0,133.33
Nigeria vs Kenya,Nigeria,2,Olayinka Olaleye,https://www.espncricinfo.com//player/olayinka-olaleye-1089930,c Wesonga b Ngoche,4,7,1,0,57.14
Nigeria vs Kenya,Nigeria,3,Sesan Adedeji,https://www.espncricinfo.com//player/sesan-adedeji-1158760,c Zahid Abbas b Otieno,55,47,4,3,117.02
Nigeria vs Kenya,Nigeria,4,Vincent Adewoye,https://www.espncricinfo.com//player/vincent-adewoye-1143136,c †Karim b Ochieng,4,7,1,0,57.14
Nigeria vs Kenya,Nigeria,5,Chimezie Onwuzulike,https://www.espncricinfo.com//player/chimezie-onwuzulike-380596,c Wesonga b Otieno,54,41,5,3,131.70
Nigeria vs Kenya,Nigeria,6,Peter Aho,https://www.espncricinfo.com//player/peter-aho-1155526,not out ,4,3,0,0,133.33
Nigeria vs Kenya,Nigeria,7,Mohameed Taiwo,https://www.espncricinfo.com//player/mohameed-taiwo-1143137,not out ,2,2,0,0,100.00
Nigeria vs Kenya,Kenya,1,Gurdeep Singh,https://www.espncricinfo.com//player/gurdeep-singh-637496,c Onwuzulike b Abolarin,8,11,1,0,72.72
Nigeria vs Kenya,Kenya,2,Rushab Patel,https://www.espncricinfo.com//player/rushab-patel-473378,c Adedeji b Abolarin,22,10,5,0,220.00
Nigeria vs Kenya,Kenya,3,Irfan Karim,https://www.espncricinfo.com//player/irfan-karim-348016, b Useni,4,10,0,0,40.00
Nigeria vs Kenya,Kenya,4,Nelson Odhiambo,https://www.espncricinfo.com//player/nelson-odhiambo-308418,c Mohameed Taiwo b Abolarin,2,7,0,0,28.57
Nigeria vs Kenya,Kenya,5,Zahid Abbas,https://www.espncricinfo.com//player/zahid-abbas-1276313,lbw b Adedeji,9,12,1,0,75.00
Nigeria vs Kenya,Kenya,6,Shem Ngoche,https://www.espncricinfo.com//player/shem-ngoche-308515,not out ,41,30,6,0,136.66
Nigeria vs Kenya,Kenya,7,Eugene Ochieng,https://www.espncricinfo.com//player/eugene-ochieng-576980,not out ,16,10,1,1,160.00
Uganda vs Kenya,Uganda,1,Saud Islam,https://www.espncricinfo.com//player/saud-islam-1216277,c †Karim b Ochieng,26,25,3,1,104.00
Uganda vs Kenya,Uganda,2,Simon Ssesazi,https://www.espncricinfo.com//player/simon-ssesazi-531312, b Ngoche,21,26,0,1,80.76
Uganda vs Kenya,Uganda,3,Ronak Patel,https://www.espncricinfo.com//player/ronak-patel-1151337, b Ringera,27,22,3,1,122.72
Uganda vs Kenya,Uganda,4,Riazat Ali Shah,https://www.espncricinfo.com//player/riazat-ali-shah-1129565,st †Karim b Ngoche,4,7,0,0,57.14
Uganda vs Kenya,Uganda,5,Dinesh Nakrani,https://www.espncricinfo.com//player/dinesh-nakrani-731523,run out (Ngoche),0,0,0,0,-
Uganda vs Kenya,Uganda,6,Frank Akankwasa,https://www.espncricinfo.com//player/frank-akankwasa-928119,c †Karim b Vraj Patel,12,10,0,0,120.00
Uganda vs Kenya,Uganda,7,Kenneth Waiswa,https://www.espncricinfo.com//player/kenneth-waiswa-928109,lbw b Otieno,10,13,0,0,76.92
Uganda vs Kenya,Uganda,8,Deusdedit Muhumuza,https://www.espncricinfo.com//player/deusdedit-muhumuza-308440,c Patel b Otieno,4,9,0,0,44.44
Uganda vs Kenya,Uganda,9,Fred Achelam,https://www.espncricinfo.com//player/fred-achelam-1107652,not out ,3,3,0,0,100.00
Uganda vs Kenya,Uganda,10,Bilal Hassan,https://www.espncricinfo.com//player/bilal-hassan-1151338,c Patel b Otieno,0,1,0,0,0.00
Uganda vs Kenya,Uganda,11,Henry Ssenyondo,https://www.espncricinfo.com//player/henry-ssenyondo-420490,not out ,2,4,0,0,50.00
Uganda vs Kenya,Kenya,1,Gurdeep Singh,https://www.espncricinfo.com//player/gurdeep-singh-637496, b Akankwasa,44,43,5,1,102.32
Uganda vs Kenya,Kenya,2,Rushab Patel,https://www.espncricinfo.com//player/rushab-patel-473378,lbw b Nakrani,8,4,2,0,200.00
Uganda vs Kenya,Kenya,3,Nehemiah Odhiambo,https://www.espncricinfo.com//player/nehemiah-odhiambo-238612, b Akankwasa,8,13,1,0,61.53
Uganda vs Kenya,Kenya,4,Irfan Karim,https://www.espncricinfo.com//player/irfan-karim-348016,c Ssesazi b Bilal Hassun,21,21,3,0,100.00
Uganda vs Kenya,Kenya,5,Shem Ngoche,https://www.espncricinfo.com//player/shem-ngoche-308515,run out (Nakrani/†Achelam),20,25,3,0,80.00
Uganda vs Kenya,Kenya,6,Eugene Ochieng,https://www.espncricinfo.com//player/eugene-ochieng-576980,c Riazat Ali Shah b Nakrani,2,5,0,0,40.00
Uganda vs Kenya,Kenya,7,Emmanuel Bundi,https://www.espncricinfo.com//player/emmanuel-bundi-475816,run out (Muhumuza/Bilal Hassun),1,1,0,0,100.00
Uganda vs Kenya,Kenya,8,Nelson Odhiambo,https://www.espncricinfo.com//player/nelson-odhiambo-308418,retired not out ,1,1,0,0,100.00
Uganda vs Kenya,Kenya,9,Elijah Otieno,https://www.espncricinfo.com//player/elijah-otieno-293031, b Bilal Hassun,0,3,0,0,0.00
Uganda vs Kenya,Kenya,10,Alex Obanda,https://www.espncricinfo.com//player/alex-obanda-291844,not out ,5,5,1,0,100.00
Zimbabwe vs Scotland,Zimbabwe,1,Innocent Kaia,https://www.espncricinfo.com//player/innocent-kaia-465327,c †Cross b Evans,7,9,1,0,77.77
Zimbabwe vs Scotland,Zimbabwe,2,Regis Chakabva,https://www.espncricinfo.com//player/regis-chakabva-293831,c Evans b Watt,8,6,0,1,133.33
Zimbabwe vs Scotland,Zimbabwe,3,Craig Ervine,https://www.espncricinfo.com//player/craig-ervine-55412,c Coetzer b Leask,30,36,2,0,83.33
Zimbabwe vs Scotland,Zimbabwe,4,Wessly Madhevere,https://www.espncricinfo.com//player/wessly-madhevere-938959,run out (Coetzer),0,0,0,0,-
Zimbabwe vs Scotland,Zimbabwe,5,Sean Williams,https://www.espncricinfo.com//player/sean-williams-55870,not out ,60,52,5,1,115.38
Zimbabwe vs Scotland,Zimbabwe,6,Milton Shumba,https://www.espncricinfo.com//player/milton-shumba-951781,c Evans b Main,1,5,0,0,20.00
Zimbabwe vs Scotland,Zimbabwe,7,Ryan Burl,https://www.espncricinfo.com//player/ryan-burl-495964,not out ,13,12,2,0,108.33
Zimbabwe vs Scotland,Scotland,1,George Munsey,https://www.espncricinfo.com//player/george-munsey-671805,c Kaia b Chatara,9,6,0,1,150.00
Zimbabwe vs Scotland,Scotland,2,Kyle Coetzer,https://www.espncricinfo.com//player/kyle-coetzer-25446,c Kaia b Ngarava,2,4,0,0,50.00
Zimbabwe vs Scotland,Scotland,3,Ollie Hairs,https://www.espncricinfo.com//player/ollie-hairs-414973,c Burl b Ngarava,0,1,0,0,0.00
Zimbabwe vs Scotland,Scotland,4,Richie Berrington,https://www.espncricinfo.com//player/richie-berrington-25490,c Madhevere b Williams,42,43,2,2,97.67
Zimbabwe vs Scotland,Scotland,5,Calum MacLeod,https://www.espncricinfo.com//player/calum-macleod-232435,c Burl b Chatara,0,3,0,0,0.00
Zimbabwe vs Scotland,Scotland,6,Matthew Cross,https://www.espncricinfo.com//player/matthew-cross-417268,c Kaia b Jongwe,42,35,3,1,120.00
Zimbabwe vs Scotland,Scotland,7,Michael Leask,https://www.espncricinfo.com//player/michael-leask-414966,c Williams b Masakadza,25,21,2,1,119.04
Zimbabwe vs Scotland,Scotland,8,Safyaan Sharif,https://www.espncricinfo.com//player/safyaan-sharif-414970,c Burl b Masakadza,2,4,0,0,50.00
Zimbabwe vs Scotland,Scotland,9,Mark Watt,https://www.espncricinfo.com//player/mark-watt-659081,run out (Williams/Masakadza),0,0,0,0,-
Zimbabwe vs Scotland,Scotland,10,Alasdair Evans,https://www.espncricinfo.com//player/alasdair-evans-399259,run out (Madhevere/†Chakabva),1,1,0,0,100.00
Zimbabwe vs Scotland,Scotland,11,Gavin Main,https://www.espncricinfo.com//player/gavin-main-470777,not out ,0,0,0,0,-
Scotland vs Zimbabwe,Scotland,1,George Munsey,https://www.espncricinfo.com//player/george-munsey-671805,c Ervine b Jongwe,54,30,8,3,180.00
Scotland vs Zimbabwe,Scotland,2,Kyle Coetzer,https://www.espncricinfo.com//player/kyle-coetzer-25446,c †Chakabva b Ngarava,6,14,1,0,42.85
Scotland vs Zimbabwe,Scotland,3,Ollie Hairs,https://www.espncricinfo.com//player/ollie-hairs-414973,c †Chakabva b Jongwe,8,6,1,0,133.33
Scotland vs Zimbabwe,Scotland,4,Richie Berrington,https://www.espncricinfo.com//player/richie-berrington-25490,c Williams b Chatara,44,39,3,1,112.82
Scotland vs Zimbabwe,Scotland,5,Calum MacLeod,https://www.espncricinfo.com//player/calum-macleod-232435,not out ,39,29,3,1,134.48
Scotland vs Zimbabwe,Scotland,6,Michael Leask,https://www.espncricinfo.com//player/michael-leask-414966,not out ,17,5,0,2,340.00
Scotland vs Zimbabwe,Zimbabwe,1,Regis Chakabva,https://www.espncricinfo.com//player/regis-chakabva-293831, b Leask,25,26,0,2,96.15
Scotland vs Zimbabwe,Zimbabwe,2,Craig Ervine,https://www.espncricinfo.com//player/craig-ervine-55412, b Evans,25,23,4,0,108.69
Scotland vs Zimbabwe,Zimbabwe,3,Sean Williams,https://www.espncricinfo.com//player/sean-williams-55870, b Leask,1,5,0,0,20.00
Scotland vs Zimbabwe,Zimbabwe,4,Wessly Madhevere,https://www.espncricinfo.com//player/wessly-madhevere-938959,run out (Sharif/†Cross),43,31,4,1,138.70
Scotland vs Zimbabwe,Zimbabwe,5,Milton Shumba,https://www.espncricinfo.com//player/milton-shumba-951781,not out ,66,29,2,6,227.58
Scotland vs Zimbabwe,Zimbabwe,6,Ryan Burl,https://www.espncricinfo.com//player/ryan-burl-495964,not out ,6,3,1,0,200.00
Namibia vs United Arab Emirates,Namibia,1,Stephan Baard,https://www.espncricinfo.com//player/stephan-baard-437927,c Kashif Daud b Muhammad Waseem,39,34,4,0,114.70
Namibia vs United Arab Emirates,Namibia,2,Zane Green,https://www.espncricinfo.com//player/zane-green-596664,c Rizwan b Kashif Daud,1,4,0,0,25.00
Namibia vs United Arab Emirates,Namibia,3,Craig Williams,https://www.espncricinfo.com//player/craig-williams-316102,c Sultan Ahmed b Zahoor Khan,57,37,7,2,154.05
Namibia vs United Arab Emirates,Namibia,4,Gerhard Erasmus,https://www.espncricinfo.com//player/gerhard-erasmus-519070, b Zahoor Khan,27,19,2,0,142.10
Namibia vs United Arab Emirates,Namibia,5,David Wiese,https://www.espncricinfo.com//player/david-wiese-221140, b Muhammad Waseem,10,9,1,0,111.11
Namibia vs United Arab Emirates,Namibia,6,JJ Smit,https://www.espncricinfo.com//player/jj-smit-553821,c Ahmed Raza b Rohan Mustafa,14,9,1,1,155.55
Namibia vs United Arab Emirates,Namibia,7,Jan Frylinck,https://www.espncricinfo.com//player/jan-frylinck-482478, b Zahoor Khan,2,5,0,0,40.00
Namibia vs United Arab Emirates,Namibia,8,Ruben Trumpelmann,https://www.espncricinfo.com//player/ruben-trumpelmann-698317,c Rohan Mustafa b Zahoor Khan,1,2,0,0,50.00
Namibia vs United Arab Emirates,Namibia,9,Pikky Ya France,https://www.espncricinfo.com//player/pikky-ya-france-308410,not out ,0,0,0,0,-
Namibia vs United Arab Emirates,Namibia,10,Karl Birkenstock,https://www.espncricinfo.com//player/karl-birkenstock-1057456,not out ,1,1,0,0,100.00
Namibia vs United Arab Emirates,United Arab Emirates,1,Muhammad Waseem,https://www.espncricinfo.com//player/muhammad-waseem-1241277,c †Green b Frylinck,39,36,3,2,108.33
Namibia vs United Arab Emirates,United Arab Emirates,2,Chirag Suri,https://www.espncricinfo.com//player/chirag-suri-534734,c Smit b Wiese,11,16,1,0,68.75
Namibia vs United Arab Emirates,United Arab Emirates,3,Chundangapoyil Rizwan,https://www.espncricinfo.com//player/chundangapoyil-rizwan-474760,c Birkenstock b Frylinck,11,11,1,0,100.00
Namibia vs United Arab Emirates,United Arab Emirates,4,Muhammad Usman,https://www.espncricinfo.com//player/muhammad-usman-974719,c Erasmus b Trumpelmann,28,27,0,2,103.70
Namibia vs United Arab Emirates,United Arab Emirates,5,Basil Hameed,https://www.espncricinfo.com//player/basil-hameed-1209110,c Wiese b Frylinck,20,12,2,1,166.66
Namibia vs United Arab Emirates,United Arab Emirates,6,Rohan Mustafa,https://www.espncricinfo.com//player/rohan-mustafa-307808,c Erasmus b Frylinck,0,1,0,0,0.00
Namibia vs United Arab Emirates,United Arab Emirates,7,Kashif Daud,https://www.espncricinfo.com//player/kashif-daud-229225,c Erasmus b Trumpelmann,11,5,2,0,220.00
