Match,Team,Position,Batsmen,Link,Dismissal,Runs,Balls,Fours,Sixes,Strike Rate
New Zealand vs Bangladesh,Bangladesh,5,Mahmudullah,https://www.espncricinfo.com//player/mahmudullah-56025,not out ,43,48,1,2,89.58
New Zealand vs Bangladesh,Bangladesh,6,Afif Hossain,https://www.espncricinfo.com//player/afif-hossain-935995,not out ,6,10,0,0,60.00
Spain vs Germany,Spain,1,Awais Ahmed,https://www.espncricinfo.com//player/awais-ahmed-1046637,c Ganesan b Blignaut,18,19,3,0,94.73
Spain vs Germany,Spain,2,Paul Hennessy,https://www.espncricinfo.com//player/paul-hennessy-1156621,c & b Ghulam Ahmadi,3,10,0,0,30.00
Spain vs Germany,Spain,3,Yasir Ali,https://www.espncricinfo.com//player/yasir-ali-1156622,c Blignaut b Ganesan,4,13,0,0,30.76
Spain vs Germany,Spain,4,Christian Munoz-Mills,https://www.espncricinfo.com//player/christian-munoz-mills-520120,c Singh b Ghulam Ahmadi,0,3,0,0,0.00
Spain vs Germany,Spain,5,Hamza Dar,https://www.espncricinfo.com//player/hamza-dar-1178902,c †Srinivasan b Blignaut,39,33,1,3,118.18
Spain vs Germany,Spain,6,Ravi Panchal,https://www.espncricinfo.com//player/ravi-panchal-469191,c †Srinivasan b Bharathi,0,3,0,0,0.00
Spain vs Germany,Spain,7,Atif Mehmood,https://www.espncricinfo.com//player/atif-mehmood-1046645,c Abdul-Shakoor Rahimzei b Bharathi,15,13,1,1,115.38
Spain vs Germany,Spain,8,Kuldeep Lal,https://www.espncricinfo.com//player/kuldeep-lal-1046643,not out ,8,7,0,0,114.28
Spain vs Germany,Spain,9,Jack Perman,https://www.espncricinfo.com//player/jack-perman-1153793,not out ,30,20,2,2,150.00
Spain vs Germany,Germany,1,Vijayshankar Chikkannaiah,https://www.espncricinfo.com//player/vijayshankar-chikkannaiah-1184115, b Vine,19,19,1,1,100.00
Spain vs Germany,Germany,2,Abdul-Shakoor Rahimzei,https://www.espncricinfo.com//player/abdul-shakoor-rahimzei-1156489,c †Awais Ahmed b Raja Adeel,2,5,0,0,40.00
Spain vs Germany,Germany,3,Talha Khan,https://www.espncricinfo.com//player/talha-khan-1156488,not out ,51,44,6,0,115.90
Spain vs Germany,Germany,4,Harmanjot Singh,https://www.espncricinfo.com//player/harmanjot-singh-469130,lbw b Raja Adeel,5,3,1,0,166.66
Spain vs Germany,Germany,5,Dylan Blignaut,https://www.espncricinfo.com//player/dylan-blignaut-596416,not out ,47,38,3,3,123.68
New Zealand vs Bangladesh,New Zealand,1,Finn Allen,https://www.espncricinfo.com//player/finn-allen-959759, b Shoriful Islam,41,24,4,3,170.83
New Zealand vs Bangladesh,New Zealand,2,Rachin Ravindra,https://www.espncricinfo.com//player/rachin-ravindra-959767,c Mushfiqur Rahim b Shoriful Islam,17,12,3,0,141.66
New Zealand vs Bangladesh,New Zealand,3,Tom Latham,https://www.espncricinfo.com//player/tom-latham-388802,not out ,50,37,2,2,135.13
New Zealand vs Bangladesh,New Zealand,4,Will Young,https://www.espncricinfo.com//player/will-young-547749,c †Nurul Hasan b Afif Hossain,6,8,1,0,75.00
New Zealand vs Bangladesh,New Zealand,5,Colin de Grandhomme,https://www.espncricinfo.com//player/colin-de-grandhomme-55395,c Shamim Hossain b Nasum Ahmed,9,8,0,1,112.50
New Zealand vs Bangladesh,New Zealand,6,Henry Nicholls,https://www.espncricinfo.com//player/henry-nicholls-539511,c †Nurul Hasan b Taskin Ahmed,20,21,2,0,95.23
New Zealand vs Bangladesh,New Zealand,7,Cole McConchie,https://www.espncricinfo.com//player/cole-mcconchie-526021,not out ,17,10,3,0,170.00
New Zealand vs Bangladesh,Bangladesh,1,Mohammad Naim,https://www.espncricinfo.com//player/mohammad-naim-990081,c †Latham b Sears,23,21,3,0,109.52
New Zealand vs Bangladesh,Bangladesh,2,Litton Das,https://www.espncricinfo.com//player/litton-das-536936,c Kuggeleijn b Patel,10,12,1,0,83.33
New Zealand vs Bangladesh,Bangladesh,3,Soumya Sarkar,https://www.espncricinfo.com//player/soumya-sarkar-436677,c Ravindra b McConchie,4,9,0,0,44.44
New Zealand vs Bangladesh,Bangladesh,4,Mushfiqur Rahim,https://www.espncricinfo.com//player/mushfiqur-rahim-56029,c de Grandhomme b Ravindra,3,8,0,0,37.50
New Zealand vs Bangladesh,Bangladesh,5,Afif Hossain,https://www.espncricinfo.com//player/afif-hossain-935995,not out ,49,33,2,3,148.48
New Zealand vs Bangladesh,Bangladesh,6,Mahmudullah,https://www.espncricinfo.com//player/mahmudullah-56025,c Allen b Kuggeleijn,23,21,1,1,109.52
New Zealand vs Bangladesh,Bangladesh,7,Nurul Hasan,https://www.espncricinfo.com//player/nurul-hasan-410765,lbw b Patel,4,4,1,0,100.00
New Zealand vs Bangladesh,Bangladesh,8,Shamim Hossain,https://www.espncricinfo.com//player/shamim-hossain-1161044, b Duffy,2,5,0,0,40.00
New Zealand vs Bangladesh,Bangladesh,9,Taskin Ahmed,https://www.espncricinfo.com//player/taskin-ahmed-538506, b Kuggeleijn,9,4,2,0,225.00
New Zealand vs Bangladesh,Bangladesh,10,Nasum Ahmed,https://www.espncricinfo.com//player/nasum-ahmed-348049,not out ,3,3,0,0,100.00
Kenya vs Uganda,Kenya,1,Gurdeep Singh,https://www.espncricinfo.com//player/gurdeep-singh-637496,c †Achelam b Akankwasa,27,31,3,0,87.09
Kenya vs Uganda,Kenya,2,Alex Obanda,https://www.espncricinfo.com//player/alex-obanda-291844, b Bilal Hassun,6,5,1,0,120.00
Kenya vs Uganda,Kenya,3,Irfan Karim,https://www.espncricinfo.com//player/irfan-karim-348016,c Riazat Ali Shah b Muhumuza,67,54,6,1,124.07
Kenya vs Uganda,Kenya,4,Rushab Patel,https://www.espncricinfo.com//player/rushab-patel-473378,st †Achelam b Muhumuza,20,15,2,0,133.33
Kenya vs Uganda,Kenya,5,Nelson Odhiambo,https://www.espncricinfo.com//player/nelson-odhiambo-308418,c Bilal Hassun b Nakrani,13,7,1,0,185.71
Kenya vs Uganda,Kenya,6,Shem Ngoche,https://www.espncricinfo.com//player/shem-ngoche-308515,c Otwani b Ssenyondo,1,3,0,0,33.33
Kenya vs Uganda,Kenya,7,Eugene Ochieng,https://www.espncricinfo.com//player/eugene-ochieng-576980, b Ssenyondo,0,1,0,0,0.00
Kenya vs Uganda,Kenya,8,Zahid Abbas,https://www.espncricinfo.com//player/zahid-abbas-1276313, b Nakrani,2,3,0,0,66.66
Kenya vs Uganda,Kenya,9,Nehemiah Odhiambo,https://www.espncricinfo.com//player/nehemiah-odhiambo-238612,not out ,1,1,0,0,100.00
Kenya vs Uganda,Kenya,10,Emmanuel Bundi,https://www.espncricinfo.com//player/emmanuel-bundi-475816,run out (Nakrani/Riazat Ali Shah),1,2,0,0,50.00
Kenya vs Uganda,Uganda,1,Arnold Otwani,https://www.espncricinfo.com//player/arnold-otwani-473393,run out (NN Odhiambo/Obanda),9,6,1,0,150.00
Kenya vs Uganda,Uganda,2,Saud Islam,https://www.espncricinfo.com//player/saud-islam-1216277, b NN Odhiambo,61,49,4,1,124.48
Kenya vs Uganda,Uganda,3,Ronak Patel,https://www.espncricinfo.com//player/ronak-patel-1151337,c Ngoche b Ochieng,0,4,0,0,0.00
Kenya vs Uganda,Uganda,4,Deusdedit Muhumuza,https://www.espncricinfo.com//player/deusdedit-muhumuza-308440,c Ngoche b Ringera,1,8,0,0,12.50
Kenya vs Uganda,Uganda,5,Riazat Ali Shah,https://www.espncricinfo.com//player/riazat-ali-shah-1129565,c †Karim b Langat,31,28,2,1,110.71
Kenya vs Uganda,Uganda,6,Dinesh Nakrani,https://www.espncricinfo.com//player/dinesh-nakrani-731523,c Patel b NN Odhiambo,3,5,0,0,60.00
Kenya vs Uganda,Uganda,7,Frank Akankwasa,https://www.espncricinfo.com//player/frank-akankwasa-928119,c Patel b Zahid Abbas,6,5,1,0,120.00
Kenya vs Uganda,Uganda,8,Fred Achelam,https://www.espncricinfo.com//player/fred-achelam-1107652,run out (Obanda/†Karim),1,1,0,0,100.00
Kenya vs Uganda,Uganda,9,Brian Masaba,https://www.espncricinfo.com//player/brian-masaba-420492,not out ,10,6,2,0,166.66
Kenya vs Uganda,Uganda,10,Bilal Hassan,https://www.espncricinfo.com//player/bilal-hassan-1151338,run out (sub [B Likavu]/†Karim),1,1,0,0,100.00
Kenya vs Uganda,Uganda,11,Henry Ssenyondo,https://www.espncricinfo.com//player/henry-ssenyondo-420490,c Ochieng b NN Odhiambo,0,1,0,0,0.00
South Africa vs Sri Lanka,South Africa,1,Quinton de Kock,https://www.espncricinfo.com//player/quinton-de-kock-379143,c Asalanka b PWH de Silva,36,32,3,1,112.50
South Africa vs Sri Lanka,South Africa,2,Reeza Hendricks,https://www.espncricinfo.com//player/reeza-hendricks-269280,c Theekshana b PWH de Silva,38,30,3,1,126.66
South Africa vs Sri Lanka,South Africa,3,Aiden Markram,https://www.espncricinfo.com//player/aiden-markram-600498,c Chameera b Shanaka,48,33,1,2,145.45
South Africa vs Sri Lanka,South Africa,4,Heinrich Klaasen,https://www.espncricinfo.com//player/heinrich-klaasen-436757,lbw b Theekshana,2,4,0,0,50.00
South Africa vs Sri Lanka,South Africa,5,David Miller,https://www.espncricinfo.com//player/david-miller-321777,c Fernando b Chameera,26,15,2,1,173.33
South Africa vs Sri Lanka,South Africa,6,Dwaine Pretorius,https://www.espncricinfo.com//player/dwaine-pretorius-327830,not out ,10,6,1,0,166.66
South Africa vs Sri Lanka,South Africa,7,Kagiso Rabada,https://www.espncricinfo.com//player/kagiso-rabada-550215,not out ,0,0,0,0,-
South Africa vs Sri Lanka,Sri Lanka,1,Avishka Fernando,https://www.espncricinfo.com//player/avishka-fernando-784369,run out (Nortje),11,14,0,0,78.57
South Africa vs Sri Lanka,Sri Lanka,2,Dinesh Chandimal,https://www.espncricinfo.com//player/dinesh-chandimal-300628,not out ,66,54,5,2,122.22
South Africa vs Sri Lanka,Sri Lanka,3,Bhanuka Rajapaksa,https://www.espncricinfo.com//player/bhanuka-rajapaksa-342619,lbw b Maharaj,0,1,0,0,0.00
South Africa vs Sri Lanka,Sri Lanka,4,Charith Asalanka,https://www.espncricinfo.com//player/charith-asalanka-784367,c Pretorius b Shamsi,6,19,0,0,31.57
South Africa vs Sri Lanka,Sri Lanka,5,Dasun Shanaka,https://www.espncricinfo.com//player/dasun-shanaka-437316, b Fortuin,16,14,1,0,114.28
South Africa vs Sri Lanka,Sri Lanka,6,Wanindu Hasaranga de Silva,https://www.espncricinfo.com//player/wanindu-hasaranga-de-silva-784379,c Hendricks b Pretorius,0,2,0,0,0.00
South Africa vs Sri Lanka,Sri Lanka,7,Dhananjaya de Silva,https://www.espncricinfo.com//player/dhananjaya-de-silva-465793, b Nortje,1,2,0,0,50.00
South Africa vs Sri Lanka,Sri Lanka,8,Chamika Karunaratne,https://www.espncricinfo.com//player/chamika-karunaratne-623695,not out ,22,14,1,2,157.14
Nigeria vs Kenya,Nigeria,1,Chimezie Onwuzulike,https://www.espncricinfo.com//player/chimezie-onwuzulike-380596, b Vraj Patel,17,15,3,0,113.33
Nigeria vs Kenya,Nigeria,2,Daniel Ajekun,https://www.espncricinfo.com//player/daniel-ajekun-637529,run out (NN Odhiambo/†Karim),17,16,2,0,106.25
Nigeria vs Kenya,Nigeria,3,Sulaimon Runsewe,https://www.espncricinfo.com//player/sulaimon-runsewe-1089932,st †Karim b Ngoche,0,3,0,0,0.00
Nigeria vs Kenya,Nigeria,4,Joshua Ayannaike,https://www.espncricinfo.com//player/joshua-ayannaike-629405,c NN Odhiambo b Ngoche,0,3,0,0,0.00
Nigeria vs Kenya,Nigeria,5,Vincent Adewoye,https://www.espncricinfo.com//player/vincent-adewoye-1143136,c †Karim b Langat,12,17,1,0,70.58
Nigeria vs Kenya,Nigeria,6,Sesan Adedeji,https://www.espncricinfo.com//player/sesan-adedeji-1158760, b Gurdeep Singh,9,16,2,0,56.25
Nigeria vs Kenya,Nigeria,7,Mohameed Taiwo,https://www.espncricinfo.com//player/mohameed-taiwo-1143137, b Gurdeep Singh,6,15,0,0,40.00
Nigeria vs Kenya,Nigeria,8,Peter Aho,https://www.espncricinfo.com//player/peter-aho-1155526,not out ,26,21,2,0,123.80
Nigeria vs Kenya,Nigeria,9,Mustapha Yusuf,https://www.espncricinfo.com//player/mustapha-yusuf-1276638,run out (NM Odhiambo/†Karim),16,14,1,0,114.28
Nigeria vs Kenya,Nigeria,10,Prosper Useni,https://www.espncricinfo.com//player/prosper-useni-1276635,not out ,0,1,0,0,0.00
Nigeria vs Kenya,Kenya,1,Gurdeep Singh,https://www.espncricinfo.com//player/gurdeep-singh-637496, b Aho,44,35,5,1,125.71
Nigeria vs Kenya,Kenya,2,Alex Obanda,https://www.espncricinfo.com//player/alex-obanda-291844,c Adedeji b Useni,37,18,4,3,205.55
Nigeria vs Kenya,Kenya,3,Irfan Karim,https://www.espncricinfo.com//player/irfan-karim-348016,not out ,9,15,0,0,60.00
Nigeria vs Kenya,Kenya,4,Rushab Patel,https://www.espncricinfo.com//player/rushab-patel-473378,not out ,12,4,3,0,300.00
Germany vs Spain,Germany,1,Vijayshankar Chikkannaiah,https://www.espncricinfo.com//player/vijayshankar-chikkannaiah-1184115,c Raja Adeel b Yasir Ali,14,37,0,0,37.83
Germany vs Spain,Germany,2,Abdul-Shakoor Rahimzei,https://www.espncricinfo.com//player/abdul-shakoor-rahimzei-1156489,lbw b Atif Mehmood,0,1,0,0,0.00
Germany vs Spain,Germany,3,Talha Khan,https://www.espncricinfo.com//player/talha-khan-1156488,c †Awais Ahmed b Raja Adeel,3,4,0,0,75.00
Germany vs Spain,Germany,4,Harmanjot Singh,https://www.espncricinfo.com//player/harmanjot-singh-469130,c Hennessy b Raja Adeel,14,13,2,0,107.69
Germany vs Spain,Germany,5,Dylan Blignaut,https://www.espncricinfo.com//player/dylan-blignaut-596416,lbw b Rumistrzewicz,27,19,4,1,142.10
Germany vs Spain,Germany,6,Sahir Naqash,https://www.espncricinfo.com//player/sahir-naqash-1183929,st †Awais Ahmed b Rumistrzewicz,0,1,0,0,0.00
Germany vs Spain,Germany,7,Venkatraman Ganesan,https://www.espncricinfo.com//player/venkatraman-ganesan-1101871,c Rumistrzewicz b Atif Mehmood,30,28,0,0,107.14
Germany vs Spain,Germany,8,Harish Srinivasan,https://www.espncricinfo.com//player/harish-srinivasan-1183926,c Munoz-Mills b Perman,3,8,0,0,37.50
Germany vs Spain,Germany,9,Nooruddin Mujadady,https://www.espncricinfo.com//player/nooruddin-mujadady-1271978,run out (Hamza Dar/†Awais Ahmed),12,9,1,0,133.33
Germany vs Spain,Germany,10,Elam Bharathi,https://www.espncricinfo.com//player/elam-bharathi-1218731,not out ,2,3,0,0,66.66
Germany vs Spain,Spain,1,Awais Ahmed,https://www.espncricinfo.com//player/awais-ahmed-1046637, b Bharathi,47,29,6,2,162.06
Germany vs Spain,Spain,2,Paul Hennessy,https://www.espncricinfo.com//player/paul-hennessy-1156621,c Talha Khan b Nooruddin Mujadady,0,2,0,0,0.00
Germany vs Spain,Spain,3,Yasir Ali,https://www.espncricinfo.com//player/yasir-ali-1156622,c Ganesan b Abdul-Shakoor Rahimzei,19,30,0,1,63.33
Germany vs Spain,Spain,4,Ravi Panchal,https://www.espncricinfo.com//player/ravi-panchal-469191,run out (Talha Khan/†Srinivasan),5,13,0,0,38.46
Germany vs Spain,Spain,5,Hamza Dar,https://www.espncricinfo.com//player/hamza-dar-1178902,not out ,22,25,1,1,88.00
Germany vs Spain,Spain,6,Jack Perman,https://www.espncricinfo.com//player/jack-perman-1153793,st †Srinivasan b Bharathi,7,6,0,1,116.66
Germany vs Spain,Spain,7,Atif Mehmood,https://www.espncricinfo.com//player/atif-mehmood-1046645,not out ,3,4,0,0,75.00
Uganda vs Nigeria,Uganda,1,Arnold Otwani,https://www.espncricinfo.com//player/arnold-otwani-473393, b Mustapha Yusuf,6,8,1,0,75.00
Uganda vs Nigeria,Uganda,2,Saud Islam,https://www.espncricinfo.com//player/saud-islam-1216277, b Useni,19,27,1,0,70.37
Uganda vs Nigeria,Uganda,3,Ronak Patel,https://www.espncricinfo.com//player/ronak-patel-1151337,c Isesele b Adewoye,34,35,2,0,97.14
Uganda vs Nigeria,Uganda,4,Riazat Ali Shah,https://www.espncricinfo.com//player/riazat-ali-shah-1129565, b Isesele,40,23,3,3,173.91
Uganda vs Nigeria,Uganda,5,Dinesh Nakrani,https://www.espncricinfo.com//player/dinesh-nakrani-731523,not out ,38,24,4,1,158.33
Uganda vs Nigeria,Uganda,6,Brian Masaba,https://www.espncricinfo.com//player/brian-masaba-420492,not out ,4,5,0,0,80.00
Uganda vs Nigeria,Nigeria,1,Chimezie Onwuzulike,https://www.espncricinfo.com//player/chimezie-onwuzulike-380596, b Nakrani,7,7,1,0,100.00
Uganda vs Nigeria,Nigeria,2,Daniel Ajekun,https://www.espncricinfo.com//player/daniel-ajekun-637529, b Akankwasa,19,28,2,0,67.85
Uganda vs Nigeria,Nigeria,3,Sesan Adedeji,https://www.espncricinfo.com//player/sesan-adedeji-1158760,c Patel b Akankwasa,24,39,1,1,61.53
Uganda vs Nigeria,Nigeria,4,Peter Aho,https://www.espncricinfo.com//player/peter-aho-1155526,c & b Masaba,3,4,0,0,75.00
Uganda vs Nigeria,Nigeria,5,Joshua Ayannaike,https://www.espncricinfo.com//player/joshua-ayannaike-629405, b Akankwasa,18,20,0,1,90.00
Uganda vs Nigeria,Nigeria,6,Vincent Adewoye,https://www.espncricinfo.com//player/vincent-adewoye-1143136,c Riazat Ali Shah b Nakrani,3,4,0,0,75.00
Uganda vs Nigeria,Nigeria,7,Mohameed Taiwo,https://www.espncricinfo.com//player/mohameed-taiwo-1143137,not out ,12,11,0,0,109.09
Uganda vs Nigeria,Nigeria,8,Sulaimon Runsewe,https://www.espncricinfo.com//player/sulaimon-runsewe-1089932,not out ,9,7,0,0,128.57
Germany vs Spain,Germany,1,Vijayshankar Chikkannaiah,https://www.espncricinfo.com//player/vijayshankar-chikkannaiah-1184115,c Yasir Ali b Raja Adeel,3,6,0,0,50.00
Germany vs Spain,Germany,2,Talha Khan,https://www.espncricinfo.com//player/talha-khan-1156488,c †Awais Ahmed b Rumistrzewicz,18,13,3,0,138.46
Germany vs Spain,Germany,3,Amith Sarma,https://www.espncricinfo.com//player/amith-sarma-1046605, b Rumistrzewicz,9,10,1,0,90.00
Germany vs Spain,Germany,4,Harmanjot Singh,https://www.espncricinfo.com//player/harmanjot-singh-469130,c Panchal b Raja Adeel,5,3,1,0,166.66
Germany vs Spain,Germany,5,Dylan Blignaut,https://www.espncricinfo.com//player/dylan-blignaut-596416,c †Awais Ahmed b Rumistrzewicz,8,13,1,0,61.53
Germany vs Spain,Germany,6,Venkatraman Ganesan,https://www.espncricinfo.com//player/venkatraman-ganesan-1101871,c †Awais Ahmed b Yasir Ali,6,7,0,0,85.71
Germany vs Spain,Germany,7,Sahir Naqash,https://www.espncricinfo.com//player/sahir-naqash-1183929,st †Awais Ahmed b Yasir Ali,7,4,0,1,175.00
Germany vs Spain,Germany,8,Abdul-Shakoor Rahimzei,https://www.espncricinfo.com//player/abdul-shakoor-rahimzei-1156489, b Hennessy,31,28,4,0,110.71
Germany vs Spain,Germany,9,Harish Srinivasan,https://www.espncricinfo.com//player/harish-srinivasan-1183926,not out ,15,25,0,0,60.00
Germany vs Spain,Germany,10,Elam Bharathi,https://www.espncricinfo.com//player/elam-bharathi-1218731,c Rumistrzewicz b Atif Mehmood,0,3,0,0,0.00
Germany vs Spain,Germany,11,Ghulam Ahmadi,https://www.espncricinfo.com//player/ghulam-ahmadi-1271974,not out ,11,8,1,0,137.50
Germany vs Spain,Spain,1,Awais Ahmed,https://www.espncricinfo.com//player/awais-ahmed-1046637,c & b Ghulam Ahmadi,15,14,1,1,107.14
Germany vs Spain,Spain,2,Paul Hennessy,https://www.espncricinfo.com//player/paul-hennessy-1156621,c Sarma b Bharathi,6,8,0,0,75.00
Germany vs Spain,Spain,3,Yasir Ali,https://www.espncricinfo.com//player/yasir-ali-1156622,c & b Bharathi,0,3,0,0,0.00
Germany vs Spain,Spain,4,Ravi Panchal,https://www.espncricinfo.com//player/ravi-panchal-469191,c Ganesan b Blignaut,9,23,0,0,39.13
Germany vs Spain,Spain,5,Hamza Dar,https://www.espncricinfo.com//player/hamza-dar-1178902,not out ,59,50,5,2,118.00
Germany vs Spain,Spain,6,Muhammad Asjed,https://www.espncricinfo.com//player/muhammad-asjed-1156620,c Ganesan b Sahir Naqash,7,7,1,0,100.00
Germany vs Spain,Spain,7,Atif Mehmood,https://www.espncricinfo.com//player/atif-mehmood-1046645,c & b Ganesan,1,3,0,0,33.33
Germany vs Spain,Spain,8,Jack Perman,https://www.espncricinfo.com//player/jack-perman-1153793, b Blignaut,5,4,1,0,125.00
Germany vs Spain,Spain,9,Christian Munoz-Mills,https://www.espncricinfo.com//player/christian-munoz-mills-520120,lbw b Sahir Naqash,6,5,0,0,120.00
Germany vs Spain,Spain,10,Charlie Rumistrzewicz,https://www.espncricinfo.com//player/charlie-rumistrzewicz-1153796,run out (Abdul-Shakoor Rahimzei),0,1,0,0,0.00
Germany vs Spain,Spain,11,Raja Adeel Iqbal,https://www.espncricinfo.com//player/raja-adeel-iqbal-937669,not out ,0,1,0,0,0.00
Sri Lanka vs South Africa,Sri Lanka,1,Kusal Perera,https://www.espncricinfo.com//player/kusal-perera-300631,lbw b Markram,30,25,2,1,120.00
Sri Lanka vs South Africa,Sri Lanka,2,Dinesh Chandimal,https://www.espncricinfo.com//player/dinesh-chandimal-300628,c Maharaj b Nortje,5,8,0,0,62.50
Sri Lanka vs South Africa,Sri Lanka,3,Bhanuka Rajapaksa,https://www.espncricinfo.com//player/bhanuka-rajapaksa-342619,c & b Markram,20,13,3,1,153.84
Sri Lanka vs South Africa,Sri Lanka,4,Dhananjaya de Silva,https://www.espncricinfo.com//player/dhananjaya-de-silva-465793,st †de Kock b Shamsi,4,6,0,0,66.66
Sri Lanka vs South Africa,Sri Lanka,5,Dasun Shanaka,https://www.espncricinfo.com//player/dasun-shanaka-437316, b Shamsi,10,8,0,1,125.00
Sri Lanka vs South Africa,Sri Lanka,6,Charith Asalanka,https://www.espncricinfo.com//player/charith-asalanka-784367,c & b Markram,14,20,0,0,70.00
Sri Lanka vs South Africa,Sri Lanka,7,Wanindu Hasaranga de Silva,https://www.espncricinfo.com//player/wanindu-hasaranga-de-silva-784379, b Fortuin,4,7,0,0,57.14
Sri Lanka vs South Africa,Sri Lanka,8,Chamika Karunaratne,https://www.espncricinfo.com//player/chamika-karunaratne-623695, b Shamsi,8,12,0,0,66.66
Sri Lanka vs South Africa,Sri Lanka,9,Dushmantha Chameera,https://www.espncricinfo.com//player/dushmantha-chameera-552152,lbw b Fortuin,1,3,0,0,33.33
Sri Lanka vs South Africa,Sri Lanka,10,Maheesh Theekshana,https://www.espncricinfo.com//player/maheesh-theekshana-1138316,lbw b Maharaj,0,2,0,0,0.00
Sri Lanka vs South Africa,Sri Lanka,11,Praveen Jayawickrama,https://www.espncricinfo.com//player/praveen-jayawickrama-1028665,not out ,0,5,0,0,0.00
Sri Lanka vs South Africa,South Africa,1,Quinton de Kock,https://www.espncricinfo.com//player/quinton-de-kock-379143,not out ,58,48,7,0,120.83
Sri Lanka vs South Africa,South Africa,2,Reeza Hendricks,https://www.espncricinfo.com//player/reeza-hendricks-269280,c Chandimal b PWH de Silva,18,19,2,0,94.73
Sri Lanka vs South Africa,South Africa,3,Aiden Markram,https://www.espncricinfo.com//player/aiden-markram-600498,not out ,21,19,3,0,110.52
Nigeria vs Uganda,Nigeria,1,Chimezie Onwuzulike,https://www.espncricinfo.com//player/chimezie-onwuzulike-380596, b C Waiswa,7,7,0,0,100.00
Nigeria vs Uganda,Nigeria,2,Daniel Ajekun,https://www.espncricinfo.com//player/daniel-ajekun-637529,c Ssesazi b C Waiswa,0,1,0,0,0.00
Nigeria vs Uganda,Nigeria,3,Sesan Adedeji,https://www.espncricinfo.com//player/sesan-adedeji-1158760,run out (Ssesazi/†Achelam),34,22,4,1,154.54
Nigeria vs Uganda,Nigeria,4,Joshua Ayannaike,https://www.espncricinfo.com//player/joshua-ayannaike-629405,c Ssesazi b Ssenyondo,8,13,0,0,61.53
Nigeria vs Uganda,Nigeria,5,Vincent Adewoye,https://www.espncricinfo.com//player/vincent-adewoye-1143136, b Ssenyondo,8,6,0,1,133.33
Nigeria vs Uganda,Nigeria,6,Sulaimon Runsewe,https://www.espncricinfo.com//player/sulaimon-runsewe-1089932,lbw b Ssenyondo,2,4,0,0,50.00
Nigeria vs Uganda,Nigeria,7,Mohameed Taiwo,https://www.espncricinfo.com//player/mohameed-taiwo-1143137, b Muhumuza,6,12,0,0,50.00
Nigeria vs Uganda,Nigeria,8,Peter Aho,https://www.espncricinfo.com//player/peter-aho-1155526,not out ,44,38,3,1,115.78
Nigeria vs Uganda,Nigeria,9,Mustapha Yusuf,https://www.espncricinfo.com//player/mustapha-yusuf-1276638,lbw b Akankwasa,0,3,0,0,0.00
Nigeria vs Uganda,Nigeria,10,Prosper Useni,https://www.espncricinfo.com//player/prosper-useni-1276635,not out ,7,16,0,0,43.75
Nigeria vs Uganda,Uganda,1,Saud Islam,https://www.espncricinfo.com//player/saud-islam-1216277,c †Ayannaike b Aho,39,40,2,2,97.50
Nigeria vs Uganda,Uganda,2,Simon Ssesazi,https://www.espncricinfo.com//player/simon-ssesazi-531312, b Useni,62,53,6,3,116.98
Nigeria vs Uganda,Uganda,3,Riazat Ali Shah,https://www.espncricinfo.com//player/riazat-ali-shah-1129565,not out ,15,5,3,0,300.00
Nigeria vs Uganda,Uganda,4,Dinesh Nakrani,https://www.espncricinfo.com//player/dinesh-nakrani-731523,not out ,5,4,1,0,125.00
Kenya vs Nigeria,Kenya,1,Gurdeep Singh,https://www.espncricinfo.com//player/gurdeep-singh-637496, b Useni,13,16,2,0,81.25
Kenya vs Nigeria,Kenya,2,Alex Obanda,https://www.espncricinfo.com//player/alex-obanda-291844,c Olaleye b Adedeji,33,24,5,0,137.50
Kenya vs Nigeria,Kenya,3,Irfan Karim,https://www.espncricinfo.com//player/irfan-karim-348016,c †Ayannaike b Aho,58,46,5,1,126.08
Kenya vs Nigeria,Kenya,4,Rushab Patel,https://www.espncricinfo.com//player/rushab-patel-473378,c Mohameed Taiwo b Useni,26,20,2,0,130.00
Kenya vs Nigeria,Kenya,5,Nelson Odhiambo,https://www.espncricinfo.com//player/nelson-odhiambo-308418,c Abolarin b Mustapha Yusuf,19,13,3,0,146.15
Kenya vs Nigeria,Kenya,6,Shem Ngoche,https://www.espncricinfo.com//player/shem-ngoche-308515,not out ,2,2,0,0,100.00
Kenya vs Nigeria,Kenya,7,Nehemiah Odhiambo,https://www.espncricinfo.com//player/nehemiah-odhiambo-238612,not out ,0,0,0,0,-
Kenya vs Nigeria,Nigeria,1,Daniel Ajekun,https://www.espncricinfo.com//player/daniel-ajekun-637529, b Vraj Patel,22,38,1,0,57.89
Kenya vs Nigeria,Nigeria,2,Chimezie Onwuzulike,https://www.espncricinfo.com//player/chimezie-onwuzulike-380596,c Wesonga b NN Odhiambo,7,11,1,0,63.63
Kenya vs Nigeria,Nigeria,3,Sesan Adedeji,https://www.espncricinfo.com//player/sesan-adedeji-1158760,st †Karim b Ngoche,0,1,0,0,0.00
Kenya vs Nigeria,Nigeria,4,Joshua Ayannaike,https://www.espncricinfo.com//player/joshua-ayannaike-629405,c Vraj Patel b Ringera,12,18,0,0,66.66
Kenya vs Nigeria,Nigeria,5,Vincent Adewoye,https://www.espncricinfo.com//player/vincent-adewoye-1143136,c Gurdeep Singh b Langat,2,5,0,0,40.00
